raw_log,user_id,timestamp,action,amount,currency,location,device,amount_in_dollars,date,hour,day,month,year,txn_time_diff_hours,is_same_location,is_atm,transaction_risk,device_type,is_same_device,hour_risk,avg_prev_amount,amount_difference_from_avg,cluster
23/06/2025 10:25:22 ::: user1004 *** deposit ::: amt:884.72£ @ manchester <nokia 3310>,user1004,2025-06-23 10:25:22,deposit,884.72,£,manchester,nokia 3310,1176.6776000000002,2025-06-23,10,23,6,2025,6.811388888888889,True,False,low,non-smart,False,Low,3233.9049363636364,-2057.227336363636,0
2025-06-24 06:52:47 | user: user1004 | txn: top-up of €2719.23 from liverpool | device: none,user1004,2025-06-24 06:52:47,top-up,2719.23,€,liverpool,none,4350.768,2025-06-24,6,24,6,2025,20.456944444444446,False,False,low,non-smart,False,High,3144.4602695652175,1206.3077304347826,0
2025-06-25 00:48:37 >> [user1004] did debit - amt=$1755.93 - glasgow // dev:pixel 6,user1004,2025-06-25 00:48:37,debit,1755.93,$,glasgow,pixel 6,1755.93,2025-06-25,0,25,6,2025,17.930555555555557,False,False,moderate,smart,False,High,3194.7230916666667,-1438.7930916666667,0
2025-06-25 16:55:50 - user=user1004 - action=top-up £3033.06 - atm: liverpool - device=huawei p30,user1004,2025-06-25 16:55:50,top-up,3033.06,£,liverpool,huawei p30,4033.9698000000003,2025-06-25,16,25,6,2025,16.120277777777776,False,True,low,smart,False,Low,3137.1713680000003,896.798432,0
usr:user1004|debit|€2605.68|london|2025-06-26 20:30:30|nokia 3310,user1004,2025-06-26 20:30:30,debit,2605.68,€,london,nokia 3310,4169.088,2025-06-26,20,26,6,2025,27.57777777777778,False,False,moderate,non-smart,False,Low,3171.6636153846152,997.4243846153845,0
user1004 2025-06-27 02:07:10 purchase 4271.49 manchester xiaomi mi 11,user1004,2025-06-27 02:07:10,purchase,4271.49,none,manchester,xiaomi mi 11,4271.49,2025-06-27,2,27,6,2025,5.611111111111111,False,False,moderate,smart,False,High,3208.6052592592596,1062.8847407407402,0
usr:user1004|purchase|€1208.37|london|2025-06-27 04:18:30|xiaomi mi 11,user1004,2025-06-27 04:18:30,purchase,1208.37,€,london,xiaomi mi 11,1933.3919999999998,2025-06-27,4,27,6,2025,2.188888888888889,False,False,moderate,smart,False,High,3246.5654285714286,-1313.1734285714288,0
2025-06-29 00:10:19 - user=user1004 - action=withdrawal £3059.91 - atm: london - device=nokia 3310,user1004,2025-06-29 00:10:19,withdrawal,3059.91,£,london,nokia 3310,4069.6803,2025-06-29,0,29,6,2025,43.86361111111111,True,True,high,non-smart,False,High,3201.2835862068964,868.3967137931036,0
2025-06-29 02:33:59::user1004::withdrawal::2235.94::glasgow::samsung galaxy s10,user1004,2025-06-29 02:33:59,withdrawal,2235.94,none,glasgow,samsung galaxy s10,2235.94,2025-06-29,2,29,6,2025,2.3944444444444444,False,False,high,smart,False,High,3230.230143333333,-994.2901433333332,0
2025-06-29 08:51:43::user1004::top-up::437.88::none::pixel 6,user1004,2025-06-29 08:51:43,top-up,437.88,none,none,pixel 6,437.88,2025-06-29,8,29,6,2025,6.295555555555556,False,False,low,smart,False,Low,3198.1562677419356,-2760.2762677419355,0
2025-06-30 01:18:43 >> [user1004] did transfer - amt=$1568.25 - london // dev:pixel 6,user1004,2025-06-30 01:18:43,transfer,1568.25,$,london,pixel 6,1568.25,2025-06-30,1,30,6,2025,16.45,False,False,high,smart,False,High,3111.897634375,-1543.647634375,0
2025-06-30 04:27:07::user1004::transfer::2885.78::birmingham::none,user1004,2025-06-30 04:27:07,transfer,2885.78,none,birmingham,none,2885.78,2025-06-30,4,30,6,2025,3.14,False,False,high,non-smart,False,High,3065.1204333333335,-179.3404333333333,0
2025-06-30 09:59:46 | user: user1004 | txn: purchase of €276.5 from liverpool | device: huawei p30,user1004,2025-06-30 09:59:46,purchase,276.5,€,liverpool,huawei p30,442.40000000000003,2025-06-30,9,30,6,2025,5.5441666666666665,False,False,moderate,smart,False,Low,3059.8457147058825,-2617.4457147058824,0
2025-07-02 17:59:14 - user=user1004 - action=deposit £108.31 - atm: birmingham - device=nokia 3310,user1004,2025-07-02 17:59:14,deposit,108.31,£,birmingham,nokia 3310,144.0523,2025-07-02,17,2,7,2025,55.99111111111111,False,True,low,non-smart,False,Low,2985.061551428572,-2841.009251428572,0
03/07/2025 04:50:51 ::: user1004 *** deposit ::: amt:3892.42€ @ birmingham <none>,user1004,2025-07-03 04:50:51,deposit,3892.42,€,birmingham,none,6227.872,2025-07-03,4,3,7,2025,10.860277777777778,True,False,low,non-smart,False,High,2906.1446277777777,3321.7273722222226,0
2025-07-04 04:45:01::user1004::refund::2498.92::london::iphone 13,user1004,2025-07-04 04:45:01,refund,2498.92,none,london,iphone 13,2498.92,2025-07-04,4,4,7,2025,23.90277777777778,False,False,high,smart,False,High,2995.9210432432433,-497.0010432432432,0
04/07/2025 06:52:53 ::: user1004 *** purchase ::: amt:166.4$ @ liverpool <pixel 6>,user1004,2025-07-04 06:52:53,purchase,166.4,$,liverpool,pixel 6,166.4,2025-07-04,6,4,7,2025,2.131111111111111,False,False,moderate,smart,False,High,2982.8420684210528,-2816.4420684210527,0
2025-07-06 23:49:51 >> [user1004] did refund - amt=€4707.19 - cardiff // dev:nokia 3310,user1004,2025-07-06 23:49:51,refund,4707.19,€,cardiff,nokia 3310,7531.504,2025-07-06,23,6,7,2025,64.94944444444444,False,False,high,non-smart,False,High,2910.6256051282053,4620.878394871795,-1
usr:user1004|top-up|£2230.88|manchester|2025-07-07 10:48:12|huawei p30,user1004,2025-07-07 10:48:12,top-up,2230.88,£,manchester,huawei p30,2967.0704000000005,2025-07-07,10,7,7,2025,10.9725,False,False,low,smart,False,Low,3026.147565,-59.077164999999695,0
2025-07-07 13:13:27 >> [user1004] did refund - amt=€1731.94 - manchester // dev:huawei p30,user1004,2025-07-07 13:13:27,refund,1731.94,€,manchester,huawei p30,2771.1040000000003,2025-07-07,13,7,7,2025,2.4208333333333334,True,False,high,smart,False,Low,3024.706658536585,-253.60265853658484,0
2025-07-11 11:13:49 >> [user1004] did transfer - amt=€4611.81 - birmingham // dev:pixel 6,user1004,2025-07-11 11:13:49,transfer,4611.81,€,birmingham,pixel 6,7378.896000000001,2025-07-11,11,11,7,2025,94.00611111111111,False,False,high,smart,False,Low,3018.6685,4360.227500000001,-1
12/07/2025 14:58:27 ::: user1004 *** withdrawal ::: amt:4661.29€ @ london <pixel 6>,user1004,2025-07-12 14:58:27,withdrawal,4661.29,€,london,pixel 6,7458.064,2025-07-12,14,12,7,2025,27.74388888888889,False,False,high,smart,False,Low,3120.0691395348836,4337.994860465116,0
user1004 2025-07-12 15:04:50 debit 1068.93 manchester nokia 3310,user1004,2025-07-12 15:04:50,debit,1068.93,none,manchester,nokia 3310,1068.93,2025-07-12,15,12,7,2025,0.1063888888888889,False,False,moderate,non-smart,False,Low,3218.659931818182,-2149.729931818182,0
2025-07-12 22:00:29 >> [user1004] did debit - amt=£2998.32 - manchester // dev:pixel 6,user1004,2025-07-12 22:00:29,debit,2998.32,£,manchester,pixel 6,3987.7656000000006,2025-07-12,22,12,7,2025,6.9275,True,False,moderate,smart,False,High,3170.888155555556,816.8774444444448,0
usr:user1004|deposit|€2125.15|manchester|2025-07-12 23:02:14|iphone 13,user1004,2025-07-12 23:02:14,deposit,2125.15,€,manchester,iphone 13,3400.2400000000002,2025-07-12,23,12,7,2025,1.0291666666666666,True,False,low,smart,False,High,3188.646360869566,211.59363913043444,0
user1004 2025-07-15 11:33:55 deposit 4306.97 birmingham xiaomi mi 11,user1004,2025-07-15 11:33:55,deposit,4306.97,none,birmingham,xiaomi mi 11,4306.97,2025-07-15,11,15,7,2025,60.528055555555554,False,False,low,smart,False,Low,3193.1483531914896,1113.8216468085106,0
2025-07-16 07:55:03 >> [user1004] did debit - amt=€4774.89 - birmingham // dev:xiaomi mi 11,user1004,2025-07-16 07:55:03,debit,4774.89,€,birmingham,xiaomi mi 11,7639.8240000000005,2025-07-16,7,16,7,2025,20.352222222222224,True,False,moderate,smart,False,Low,3216.3529708333335,4423.471029166667,0
2025-07-17 18:33:04 >> [user1004] did top-up - amt=£4987.69 - glasgow // dev:xiaomi mi 11,user1004,2025-07-17 18:33:04,top-up,4987.69,£,glasgow,xiaomi mi 11,6633.6277,2025-07-17,18,17,7,2025,34.63361111111111,False,False,low,smart,False,Low,3306.6278897959182,3326.9998102040818,0
user1004 2025-07-17 18:47:34 withdrawal 3108.96 london pixel 6,user1004,2025-07-17 18:47:34,withdrawal,3108.96,none,london,pixel 6,3108.96,2025-07-17,18,17,7,2025,0.24166666666666667,False,False,high,smart,False,Low,3373.167886,-264.20788600000014,0
19/07/2025 14:01:03 ::: user1004 *** deposit ::: amt:188.59£ @ liverpool <none>,user1004,2025-07-19 14:01:03,deposit,188.59,£,liverpool,none,250.8247,2025-07-19,14,19,7,2025,43.22472222222222,False,False,low,non-smart,False,Low,3367.9873392156865,-3117.1626392156863,0
2025-07-22 20:23:18 - user=user1004 - action=refund $3950.74 - atm: none - device=xiaomi mi 11,user1004,2025-07-22 20:23:18,refund,3950.74,$,none,xiaomi mi 11,3950.74,2025-07-22,20,22,7,2025,78.37083333333334,False,True,high,smart,True,Low,3308.041903846154,642.6980961538457,-1
usr:user1004|cashout|€1098.57|birmingham|2025-07-24 02:24:36|xiaomi mi 11,user1004,2025-07-24 02:24:36,cashout,1098.57,€,birmingham,xiaomi mi 11,1757.712,2025-07-24,2,24,7,2025,30.02166666666667,False,False,high,smart,False,High,3320.168283018868,-1562.456283018868,0
2025-07-25 03:24:01 >> [user1004] did debit - amt=$1433.83 - birmingham // dev:samsung galaxy s10,user1004,2025-07-25 03:24:01,debit,1433.83,$,birmingham,samsung galaxy s10,1433.83,2025-07-25,3,25,7,2025,24.990277777777777,True,False,moderate,smart,False,High,3291.2339074074075,-1857.4039074074076,0
2025-07-26 07:06:02 >> [user1004] did transfer - amt=£263.81 - glasgow // dev:none,user1004,2025-07-26 07:06:02,transfer,263.81,£,glasgow,none,350.8673,2025-07-26,7,26,7,2025,27.700277777777778,False,False,high,non-smart,False,Low,3257.4629272727275,-2906.5956272727276,0
2025-07-27 19:49:20::user1004::transfer::729.92::glasgow::xiaomi mi 11,user1004,2025-07-27 19:49:20,transfer,729.92,none,glasgow,xiaomi mi 11,729.92,2025-07-27,19,27,7,2025,36.721666666666664,True,False,high,smart,False,Low,3205.5594339285713,-2475.639433928571,0
2025-07-27 22:24:50::user1004::debit::87.32::none::iphone 13,user1004,2025-07-27 22:24:50,debit,87.32,none,none,iphone 13,87.32,2025-07-27,22,27,7,2025,2.591666666666667,False,False,moderate,smart,False,High,3162.1271631578948,-3074.8071631578946,0
2025-07-28 02:46:32 | user: user1004 | txn: top-up of $2916.34 from none | device: none,user1004,2025-07-28 02:46:32,top-up,2916.34,$,none,none,2916.34,2025-07-28,2,28,7,2025,4.361666666666666,True,False,low,non-smart,False,High,3109.1132465517244,-192.77324655172424,0
user1004 2025-07-28 06:41:01 withdrawal 314.85 london none,user1004,2025-07-28 06:41:01,withdrawal,314.85,none,london,none,314.85,2025-07-28,6,28,7,2025,3.9080555555555554,False,False,high,non-smart,False,High,3105.8459033898307,-2790.995903389831,0
2025-07-29 09:04:19 | user: user1004 | txn: deposit of £1851.09 from none | device: pixel 6,user1004,2025-07-29 09:04:19,deposit,1851.09,£,none,pixel 6,2461.9497,2025-07-29,9,29,7,2025,26.388333333333332,False,False,low,smart,True,Low,3059.329305,-597.3796050000001,0
2025-07-30 04:26:18 >> [user1004] did debit - amt=$2990.97 - cardiff // dev:nokia 3310,user1004,2025-07-30 04:26:18,debit,2990.97,$,cardiff,nokia 3310,2990.97,2025-07-30,4,30,7,2025,19.36638888888889,False,False,moderate,non-smart,False,High,3049.5361967213116,-58.566196721311826,0
2025-07-31 08:42:43::user1004::purchase::4292.34::cardiff::xiaomi mi 11,user1004,2025-07-31 08:42:43,purchase,4292.34,none,cardiff,xiaomi mi 11,4292.34,2025-07-31,8,31,7,2025,28.273611111111112,True,False,moderate,smart,False,Low,3048.5915806451617,1243.7484193548385,0
2025-06-03 07:30:27 | user: user1005 | txn: refund of £1702.59 from london | device: pixel 6,user1005,2025-06-03 07:30:27,refund,1702.59,£,london,pixel 6,2264.4447,2025-06-03,7,3,6,2025,-1.0,False,False,high,smart,False,Low,2264.4447,0.0,0
04/06/2025 17:30:02 ::: user1005 *** withdrawal ::: amt:1366.85€ @ leeds <xiaomi mi 11>,user1005,2025-06-04 17:30:02,withdrawal,1366.85,€,leeds,xiaomi mi 11,2186.96,2025-06-04,17,4,6,2025,33.99305555555556,False,False,high,smart,False,Low,2264.4447,-77.48469999999998,0
2025-06-04 23:45:29 | user: user1005 | txn: purchase of $462.29 from birmingham | device: xiaomi mi 11,user1005,2025-06-04 23:45:29,purchase,462.29,$,birmingham,xiaomi mi 11,462.29,2025-06-04,23,4,6,2025,6.2575,False,False,moderate,smart,False,High,2225.70235,-1763.41235,0
2025-06-05 03:43:10 | user: user1005 | txn: top-up of €2820.26 from london | device: none,user1005,2025-06-05 03:43:10,top-up,2820.26,€,london,none,4512.416,2025-06-05,3,5,6,2025,3.961388888888889,False,False,low,non-smart,False,High,1637.8982333333333,2874.517766666667,-1
user1005 2025-06-06 06:18:06 withdrawal 1321.03 leeds samsung galaxy s10,user1005,2025-06-06 06:18:06,withdrawal,1321.03,none,leeds,samsung galaxy s10,1321.03,2025-06-06,6,6,6,2025,26.58222222222222,False,False,high,smart,False,High,2356.5276750000003,-1035.4976750000003,0
2025-06-06 12:59:16::user1005::debit::4364.04::none::xiaomi mi 11,user1005,2025-06-06 12:59:16,debit,4364.04,none,none,xiaomi mi 11,4364.04,2025-06-06,12,6,6,2025,6.686111111111111,False,False,moderate,smart,False,Low,2149.42814,2214.61186,0
2025-06-07 11:05:24 >> [user1005] did withdrawal - amt=$1602.79 - london // dev:iphone 13,user1005,2025-06-07 11:05:24,withdrawal,1602.79,$,london,iphone 13,1602.79,2025-06-07,11,7,6,2025,22.102222222222224,False,False,high,smart,False,Low,2518.530116666667,-915.7401166666668,0
2025-06-08 14:07:00 | user: user1005 | txn: purchase of $4169.26 from london | device: iphone 13,user1005,2025-06-08 14:07:00,purchase,4169.26,$,london,iphone 13,4169.26,2025-06-08,14,8,6,2025,27.026666666666667,True,False,moderate,smart,False,Low,2387.7101,1781.5499000000004,0
2025-06-09 07:22:43 - user=user1005 - action=top-up €4117.71 - atm: leeds - device=pixel 6,user1005,2025-06-09 07:22:43,top-up,4117.71,€,leeds,pixel 6,6588.336,2025-06-09,7,9,6,2025,17.261944444444445,False,True,low,smart,False,Low,2610.4038375,3977.9321625000002,0
09/06/2025 08:15:24 ::: user1005 *** top-up ::: amt:4738.39$ @ glasgow <samsung galaxy s10>,user1005,2025-06-09 08:15:24,top-up,4738.39,$,glasgow,samsung galaxy s10,4738.39,2025-06-09,8,9,6,2025,0.8780555555555556,False,False,low,smart,False,Low,3052.3963,1685.9937000000004,0
2025-06-09 13:56:19 | user: user1005 | txn: top-up of €2654.17 from none | device: samsung galaxy s10,user1005,2025-06-09 13:56:19,top-up,2654.17,€,none,samsung galaxy s10,4246.6720000000005,2025-06-09,13,9,6,2025,5.6819444444444445,False,False,low,smart,False,Low,3220.9956700000002,1025.6763300000002,0
2025-06-10 09:06:24::user1005::debit::388.34::glasgow::huawei p30,user1005,2025-06-10 09:06:24,debit,388.34,none,glasgow,huawei p30,388.34,2025-06-10,9,10,6,2025,19.168055555555554,False,False,moderate,smart,False,Low,3314.238972727273,-2925.898972727273,0
usr:user1005|transfer|£3309.42|cardiff|2025-06-10 18:39:04|pixel 6,user1005,2025-06-10 18:39:04,transfer,3309.42,£,cardiff,pixel 6,4401.528600000001,2025-06-10,18,10,6,2025,9.544444444444444,False,False,high,smart,False,Low,3070.4140583333333,1331.1145416666673,0
2025-06-11 11:51:22 | user: user1005 | txn: cashout of £4820.08 from manchester | device: xiaomi mi 11,user1005,2025-06-11 11:51:22,cashout,4820.08,£,manchester,xiaomi mi 11,6410.7064,2025-06-11,11,11,6,2025,17.205,False,False,high,smart,False,Low,3172.807484615385,3237.898915384615,0
user1005 2025-06-11 21:56:05 top-up 887.56 glasgow huawei p30,user1005,2025-06-11 21:56:05,top-up,887.56,none,glasgow,huawei p30,887.56,2025-06-11,21,11,6,2025,10.078611111111112,False,False,low,smart,False,Low,3404.0859785714283,-2516.5259785714284,0
2025-06-12 01:43:36 | user: user1005 | txn: top-up of £1823.89 from manchester | device: samsung galaxy s10,user1005,2025-06-12 01:43:36,top-up,1823.89,£,manchester,samsung galaxy s10,2425.7737,2025-06-12,1,12,6,2025,3.7919444444444443,False,False,low,smart,False,High,3236.3175800000004,-810.5438800000002,0
user1005 2025-06-12 19:58:45 withdrawal 2869.4 liverpool pixel 6,user1005,2025-06-12 19:58:45,withdrawal,2869.4,none,liverpool,pixel 6,2869.4,2025-06-12,19,12,6,2025,18.2525,False,False,high,smart,False,Low,3185.6585875,-316.2585875,0
2025-06-13 16:15:32 - user=user1005 - action=transfer €392.02 - atm: cardiff - device=nokia 3310,user1005,2025-06-13 16:15:32,transfer,392.02,€,cardiff,nokia 3310,627.232,2025-06-13,16,13,6,2025,20.279722222222222,False,True,high,non-smart,False,Low,3167.055141176471,-2539.823141176471,0
2025-06-15 05:41:48 >> [user1005] did debit - amt=€1328.36 - none // dev:iphone 13,user1005,2025-06-15 05:41:48,debit,1328.36,€,none,iphone 13,2125.3759999999997,2025-06-15,5,15,6,2025,37.437777777777775,False,False,moderate,smart,False,High,3025.9538555555555,-900.5778555555557,0
2025-06-16 03:19:28 | user: user1005 | txn: purchase of £4004.43 from glasgow | device: none,user1005,2025-06-16 03:19:28,purchase,4004.43,£,glasgow,none,5325.8919,2025-06-16,3,16,6,2025,21.627777777777776,False,False,moderate,non-smart,False,High,2978.5550210526317,2347.336878947368,0
2025-06-17 15:16:18 | user: user1005 | txn: withdrawal of €1142.89 from glasgow | device: pixel 6,user1005,2025-06-17 15:16:18,withdrawal,1142.89,€,glasgow,pixel 6,1828.6240000000003,2025-06-17,15,17,6,2025,35.94722222222222,True,False,high,smart,False,Low,3095.9218650000003,-1267.297865,0
2025-06-18 18:22:49 - user=user1005 - action=transfer $636.72 - atm: cardiff - device=huawei p30,user1005,2025-06-18 18:22:49,transfer,636.72,$,cardiff,huawei p30,636.72,2025-06-18,18,18,6,2025,27.10861111111111,False,True,high,smart,False,Low,3035.574347619048,-2398.854347619048,0
2025-06-19 14:44:17::user1005::top-up::4268.5::liverpool::nokia 3310,user1005,2025-06-19 14:44:17,top-up,4268.5,none,liverpool,nokia 3310,4268.5,2025-06-19,14,19,6,2025,20.357777777777777,False,False,low,non-smart,False,Low,2926.5355136363637,1341.9644863636363,0
user1005 2025-06-20 03:44:56 cashout 310.83 birmingham nokia 3310,user1005,2025-06-20 03:44:56,cashout,310.83,none,birmingham,nokia 3310,310.83,2025-06-20,3,20,6,2025,13.010833333333334,False,False,high,non-smart,False,High,2984.881795652174,-2674.051795652174,0
user1005 2025-06-20 05:51:44 purchase 453.96 manchester pixel 6,user1005,2025-06-20 05:51:44,purchase,453.96,none,manchester,pixel 6,453.96,2025-06-20,5,20,6,2025,2.1133333333333333,False,False,moderate,smart,False,High,2873.4629708333337,-2419.5029708333336,0
20/06/2025 18:46:10 ::: user1005 *** transfer ::: amt:3125.49€ @ manchester <none>,user1005,2025-06-20 18:46:10,transfer,3125.49,€,manchester,none,5000.784,2025-06-20,18,20,6,2025,12.907222222222222,True,False,high,non-smart,False,Low,2776.682852,2224.1011479999997,0
2025-06-20 19:02:34 - user=user1005 - action=top-up $4807.26 - atm: london - device=pixel 6,user1005,2025-06-20 19:02:34,top-up,4807.26,$,london,pixel 6,4807.26,2025-06-20,19,20,6,2025,0.2733333333333333,False,True,low,smart,False,Low,2862.225203846154,1945.0347961538464,0
2025-06-21 22:24:18 - user=user1005 - action=withdrawal €3845.37 - atm: cardiff - device=xiaomi mi 11,user1005,2025-06-21 22:24:18,withdrawal,3845.37,€,cardiff,xiaomi mi 11,6152.592000000001,2025-06-21,22,21,6,2025,27.362222222222222,False,True,high,smart,False,High,2934.26352962963,3218.3284703703707,0
2025-06-22 07:12:03 >> [user1005] did purchase - amt=$2082.02 - none // dev:huawei p30,user1005,2025-06-22 07:12:03,purchase,2082.02,$,none,huawei p30,2082.02,2025-06-22,7,22,6,2025,8.795833333333333,False,False,moderate,smart,False,Low,3049.2038321428577,-967.1838321428577,0
2025-06-24 07:48:35 - user=user1005 - action=purchase $3320.52 - atm: none - device=samsung galaxy s10,user1005,2025-06-24 07:48:35,purchase,3320.52,$,none,samsung galaxy s10,3320.52,2025-06-24,7,24,6,2025,48.60888888888889,True,True,moderate,smart,False,Low,3015.8526655172413,304.66733448275863,0
user1005 2025-06-24 17:34:40 deposit 4116.17 none pixel 6,user1005,2025-06-24 17:34:40,deposit,4116.17,none,none,pixel 6,4116.17,2025-06-24,17,24,6,2025,9.768055555555556,True,False,low,smart,False,Low,3026.008243333333,1090.1617566666669,0
25/06/2025 02:08:56 ::: user1005 *** top-up ::: amt:1296.98$ @ liverpool <huawei p30>,user1005,2025-06-25 02:08:56,top-up,1296.98,$,liverpool,huawei p30,1296.98,2025-06-25,2,25,6,2025,8.571111111111112,False,False,low,smart,False,High,3061.174751612903,-1764.194751612903,0
2025-06-25 02:45:26 - user=user1005 - action=top-up $1613.53 - atm: liverpool - device=huawei p30,user1005,2025-06-25 02:45:26,top-up,1613.53,$,liverpool,huawei p30,1613.53,2025-06-25,2,25,6,2025,0.6083333333333333,True,True,low,smart,False,High,3006.043665625,-1392.513665625,0
2025-06-28 04:23:50 | user: user1005 | txn: transfer of £2776.67 from none | device: pixel 6,user1005,2025-06-28 04:23:50,transfer,2776.67,£,none,pixel 6,3692.9711,2025-06-28,4,28,6,2025,73.64,False,False,high,smart,False,High,2963.8462818181815,729.1248181818187,0
2025-06-29 22:07:49 | user: user1005 | txn: withdrawal of $1517.93 from liverpool | device: iphone 13,user1005,2025-06-29 22:07:49,withdrawal,1517.93,$,liverpool,iphone 13,1517.93,2025-06-29,22,29,6,2025,41.73305555555555,False,False,high,smart,False,High,2985.291129411765,-1467.3611294117648,0
2025-06-30 15:06:25::user1005::debit::3153.49::manchester::pixel 6,user1005,2025-06-30 15:06:25,debit,3153.49,none,manchester,pixel 6,3153.49,2025-06-30,15,30,6,2025,16.976666666666667,False,False,moderate,smart,False,Low,2943.3665257142857,210.1234742857141,0
30/06/2025 15:26:08 ::: user1005 *** refund ::: amt:3280.94€ @ cardiff <samsung galaxy s10>,user1005,2025-06-30 15:26:08,refund,3280.94,€,cardiff,samsung galaxy s10,5249.504000000001,2025-06-30,15,30,6,2025,0.32861111111111113,False,False,high,smart,False,Low,2949.203288888889,2300.300711111112,0
2025-06-30 20:55:39 | user: user1005 | txn: transfer of £4977.03 from london | device: iphone 13,user1005,2025-06-30 20:55:39,transfer,4977.03,£,london,iphone 13,6619.4499,2025-06-30,20,30,6,2025,5.491944444444444,False,False,high,smart,False,Low,3011.3735783783786,3608.076321621621,0
user1005 2025-07-01 02:42:10 deposit 2854.15 liverpool nokia 3310,user1005,2025-07-01 02:42:10,deposit,2854.15,none,liverpool,nokia 3310,2854.15,2025-07-01,2,1,7,2025,5.775277777777778,False,False,low,non-smart,False,High,3106.322955263158,-252.17295526315775,0
2025-07-04 00:59:03 - user=user1005 - action=debit $2222.43 - atm: manchester - device=nokia 3310,user1005,2025-07-04 00:59:03,debit,2222.43,$,manchester,nokia 3310,2222.43,2025-07-04,0,4,7,2025,70.28138888888888,False,True,moderate,non-smart,False,High,3099.856982051282,-877.4269820512823,0
2025-07-04 19:19:00 | user: user1005 | txn: deposit of $783.9 from birmingham | device: pixel 6,user1005,2025-07-04 19:19:00,deposit,783.9,$,birmingham,pixel 6,783.9,2025-07-04,19,4,7,2025,18.3325,False,False,low,smart,False,Low,3077.9213075,-2294.0213074999997,0
2025-07-05 04:43:18::user1005::deposit::1783.53::london::xiaomi mi 11,user1005,2025-07-05 04:43:18,deposit,1783.53,none,london,xiaomi mi 11,1783.53,2025-07-05,4,5,7,2025,9.405,False,False,low,smart,False,High,3021.969568292683,-1238.4395682926831,0
user1005 2025-07-05 09:38:27 withdrawal 2784.03 liverpool pixel 6,user1005,2025-07-05 09:38:27,withdrawal,2784.03,none,liverpool,pixel 6,2784.03,2025-07-05,9,5,7,2025,4.9191666666666665,False,False,high,smart,False,Low,2992.482911904762,-208.452911904762,0
07/07/2025 05:43:08 ::: user1005 *** top-up ::: amt:1394.22£ @ leeds <huawei p30>,user1005,2025-07-07 05:43:08,top-up,1394.22,£,leeds,huawei p30,1854.3126000000002,2025-07-07,5,7,7,2025,44.07805555555556,False,False,low,smart,False,High,2987.6351697674418,-1133.3225697674416,0
2025-07-07 17:42:11 | user: user1005 | txn: withdrawal of £3023.51 from cardiff | device: huawei p30,user1005,2025-07-07 17:42:11,withdrawal,3023.51,£,cardiff,huawei p30,4021.2683000000006,2025-07-07,17,7,7,2025,11.984166666666667,False,False,high,smart,False,Low,2961.8778386363633,1059.3904613636373,0
2025-07-10 09:14:55 - user=user1005 - action=purchase €3226.03 - atm: manchester - device=iphone 13,user1005,2025-07-10 09:14:55,purchase,3226.03,€,manchester,iphone 13,5161.648000000001,2025-07-10,9,10,7,2025,63.54555555555555,False,True,moderate,smart,False,Low,2985.4198488888887,2176.2281511111123,0
10/07/2025 13:39:43 ::: user1005 *** top-up ::: amt:1243.51€ @ glasgow <iphone 13>,user1005,2025-07-10 13:39:43,top-up,1243.51,€,glasgow,iphone 13,1989.616,2025-07-10,13,10,7,2025,4.413333333333333,False,False,low,smart,False,Low,3032.7291565217392,-1043.1131565217393,0
2025-07-13 05:31:58 | user: user1005 | txn: cashout of €137.25 from manchester | device: huawei p30,user1005,2025-07-13 05:31:58,cashout,137.25,€,manchester,huawei p30,219.60000000000002,2025-07-13,5,13,7,2025,63.87083333333333,False,False,high,smart,False,High,3010.5352595744685,-2790.9352595744685,0
2025-07-14 04:21:14 >> [user1005] did deposit - amt=£2853.19 - glasgow // dev:pixel 6,user1005,2025-07-14 04:21:14,deposit,2853.19,£,glasgow,pixel 6,3794.7427000000002,2025-07-14,4,14,7,2025,22.82111111111111,False,False,low,smart,False,High,2952.390775,842.3519250000004,0
usr:user1005|deposit|$1781.26|liverpool|2025-07-14 16:10:10|pixel 6,user1005,2025-07-14 16:10:10,deposit,1781.26,$,liverpool,pixel 6,1781.26,2025-07-14,16,14,7,2025,11.815555555555555,False,False,low,smart,False,Low,2969.5816306122447,-1188.3216306122447,0
2025-07-15 15:52:00 >> [user1005] did cashout - amt=$1766.29 - leeds // dev:none,user1005,2025-07-15 15:52:00,cashout,1766.29,$,leeds,none,1766.29,2025-07-15,15,15,7,2025,23.697222222222223,False,False,high,non-smart,False,Low,2945.8151980000002,-1179.5251980000003,0
usr:user1005|withdrawal|$1203.29|glasgow|2025-07-16 21:22:54|xiaomi mi 11,user1005,2025-07-16 21:22:54,withdrawal,1203.29,$,glasgow,xiaomi mi 11,1203.29,2025-07-16,21,16,7,2025,29.515,False,False,high,smart,False,Low,2922.6872529411767,-1719.3972529411767,0
2025-07-17 06:19:19::user1005::debit::890.5::london::iphone 13,user1005,2025-07-17 06:19:19,debit,890.5,none,london,iphone 13,890.5,2025-07-17,6,17,7,2025,8.940277777777778,False,False,moderate,smart,False,High,2889.621921153846,-1999.121921153846,0
user1005 2025-07-17 08:06:40 withdrawal 1935.13 manchester xiaomi mi 11,user1005,2025-07-17 08:06:40,withdrawal,1935.13,none,manchester,xiaomi mi 11,1935.13,2025-07-17,8,17,7,2025,1.7891666666666666,False,False,high,smart,False,Low,2851.9026396226413,-916.7726396226412,0
